name	pool_size	runtime_sec
pairs_749276f	1042	133.7
pairs_74d6965	1023	89.36
pairs_75102cc	1031	135.22
pairs_75fa207	1032	134.4
pairs_780b327	997	95.8
pairs_7c215a1	1013	94.23
pairs_7ca0e2c	1021	89.0
pairs_7f363b3	1041	132.5
pairs_7f7bba4	1008	90.76
pairs_83e6f52	1036	134.26
pairs_843e1f2	1035	130.44
pairs_89bae87	1040	125.03999999999999
pairs_8d07924	1019	79.64
pairs_9015d9d	1027	114.19
pairs_907b63c	995	92.91000000000001
pairs_9138a71	1002	77.7
pairs_92bdae4	1020	96.39
pairs_959067d	996	88.43
pairs_9b21baa	1015	96.9
pairs_9fc1045	1000	89.25
pairs_a3d126f	1001	83.98
pairs_a4a7dc9	1029	132.76999999999998
pairs_a72a25c	1003	90.04
pairs_a7e508d	1004	93.02
pairs_a80b4c2	1036	119.91
pairs_a8ecbed	996	95.72
pairs_aa65a99	1023	95.84
pairs_aad54e2	1033	133.1
pairs_ace0f0c	1020	94.67999999999999
pairs_ad1b394	1002	85.16999999999999
pairs_add69cd	1025	127.41
pairs_afd3e32	1032	132.94
pairs_afe2626	1022	86.6
pairs_b0ee5c6	1015	92.41
pairs_b3ec0d6	1042	118.17
pairs_b56f18f	1035	132.17
pairs_b58dd9b	1013	95.93
pairs_b671079	999	94.01
pairs_b9c37f6	1030	126.99000000000001
pairs_be5a3b0	1020	89.80000000000001
pairs_bef4e81	1021	93.87
pairs_c6042d0	1040	121.72999999999999
pairs_c66590d	995	89.09
pairs_c745df4	1034	132.82
pairs_c751f67	1008	91.0
pairs_ca7d781	1035	115.19999999999999
pairs_cb9ba5e	1036	129.5
pairs_ccf4d4b	1013	96.39
pairs_cd496e6	1009	96.14
pairs_d0c8bc3	1024	95.56
pairs_d2e11ee	1032	130.97
pairs_d4f371f	1019	93.9
pairs_d8928e8	1036	135.57999999999998
pairs_db16f99	1010	79.05
pairs_de02a55	995	95.29
pairs_e8e9c95	1003	96.66
pairs_e974126	1041	134.94
pairs_ea94ad2	1000	81.77000000000001
pairs_ee60672	1024	76.41
pairs_eef432e	1006	96.84
pairs_f009c9c	1031	134.37
pairs_f04ba03	1014	92.91
pairs_f0fd7e6	1005	89.68
pairs_f4654d4	1017	93.17
pairs_f7a5c5e	1031	132.67
pairs_f99bef6	1031	115.19999999999999
pairs_f9a4ade	1028	127.5
pairs_fbaf7b6	1041	132.74
pairs_fdbcb51	1029	114.06
pools_5k_070f28a	5052	3024.18
pools_5k_35241fa	5056	2968.8999999999996
pools_5k_c866317	5050	2958.92
pools_5k_e32e97f	5053	2976.8199999999997
pools_5k_b2a4031	5106	3105.8900000000003
pools_5k_cd6757d	5105	3078.0
pools_5k_ddec3a5	5105	3059.82
pairs_06e4bd1	2060	550.93
pairs_3b3810a	2059	517.17
pools_2k_0cf2e63	2059	547.11
pools_2k_1a7d140	2057	540.1
pools_2k_202460f	2059	548.68
pools_2k_22a935d	2056	536.37
pools_2k_25a0364	2058	520.45
pools_2k_25c978b	2060	545.39
pools_2k_3b38179	2058	553.85
pools_2k_4875f0d	2057	545.2099999999999
pools_2k_5a89b05	2056	550.63
pools_2k_5ae0118	2058	517.37
pools_2k_718c724	2060	545.52
pools_2k_89b7507	2061	542.9300000000001
pools_2k_8d8eeb5	2057	533.25
pools_2k_8ebb68e	2058	522.86
pools_2k_a0e9fad	2057	532.09
pools_2k_a3e9827	2060	549.37
pools_2k_a7bcd83	2057	522.03
pools_2k_b81d607	2058	530.8
pools_2k_b85c279	2056	549.01
pools_2k_c975e6d	2060	553.78
pools_2k_d941612	2059	547.48
pools_2k_d9f0422	2055	535.37
pools_2k_ec16fae	2056	552.08
pools_2k_f301a1e	2058	545.08
pools_5k_0eb0fdf	5114	3062.0899999999997
pools_5k_186032b	5117	3039.9500000000003
pools_5k_1d139de	5115	3038.93
pools_5k_c7f9c7f	5117	3026.46
pools_4k_2d2326e	4069	1769.84
pools_4k_76158c8	4068	1751.99
pools_4k_7a13b38	4069	1772.3799999999999
pools_4k_a3a664f	4068	1759.06
pools_4k_a42c6b4	4068	1759.8
pools_4k_d3a267c	4069	1750.69
pairs_8bda875	2074	563.43
pools_2k_0516010	2075	546.54
pools_2k_0658263	2074	547.36
pools_2k_0d00649	2074	547.15
pools_2k_2721022	2076	557.5500000000001
pools_2k_31b571d	2075	528.61
pools_2k_3ff0d27	2074	538.68
pools_2k_43785fd	2073	552.21
pools_2k_5b72639	2074	543.04
pools_2k_61fa699	2077	535.4
pools_2k_65b9ebf	2076	552.71
pools_2k_6a68e83	2073	557.06
pools_2k_7897a60	2075	550.76
pools_2k_a08fa1b	2076	538.4
pools_2k_a613739	2076	556.6800000000001
pools_2k_a7daab8	2075	541.87
pools_2k_ba4c250	2075	557.66
pools_2k_be8520e	2075	545.88
pools_2k_c8b2e13	2074	551.14
pools_2k_ded6e41	2075	536.73
pools_2k_e5a5f7d	2075	543.13
pools_2k_e7bdca0	2077	555.89
pools_2k_ed19d5d	2076	537.83
pools_2k_eddd19f	2076	541.64
pools_2k_f2f0a7f	2076	542.83
pairs_014a33a	2611	833.1199999999999
pairs_4304540	2700	812.55
pairs_432bfd2	2713	806.6099999999999
pairs_7dafab8	2679	811.9599999999999
pairs_9f075aa	2640	789.44
pairs_a1c0622	2524	567.12
pairs_b832cee	2586	801.6600000000001
pairs_c376ade	2519	543.75
pairs_fd1bb77	2729	802.06
pools_2k_8fd491b	2736	815.5
pools_2k_b7f9020	2562	810.72
pools_2k_dc31f5d	2714	787.66
pools_3k_8b2356b	2694	807.18
pools_3k_c158640	2723	790.66
pools_3k_ea85f7b	2548	522.17
pools_4k_4f44ca9	4110	2316.46
pools_4k_62249c7	4112	2283.1200000000003
pools_4k_746307d	4112	2319.18
pools_4k_a280cf4	4113	2310.3799999999997
pools_4k_abbc9c6	4110	2316.35
pools_5k_254dd2d	5086	3132.9700000000003
pools_5k_392d6cb	5086	3104.62
pools_5k_62c5cbc	5086	3081.52
pools_5k_c4a4a1a	5085	3082.1
pairs_690df9e	2029	346.88
pairs_d0419da	2028	320.84000000000003
pools_2k_0590e63	2029	337.56
pools_2k_080b1c3	2028	340.57
pools_2k_0d9a053	2031	347.36
pools_2k_1d1e3e6	2032	335.47
pools_2k_2110258	2034	339.51
pools_2k_212b01e	2033	338.05
pools_2k_2b58306	2031	339.54
pools_2k_2ed51cb	2031	343.71
pools_2k_35d7dbe	2030	334.57000000000005
pools_2k_43dcf79	2034	332.13
pools_2k_5648343	2033	347.63
pools_2k_5c343b6	2032	344.39
pools_2k_5e25999	2029	345.77
pools_2k_621888d	2030	349.86
pools_2k_7074b29	2033	342.78
pools_2k_7311833	2032	345.2
pools_2k_74aedea	2034	336.88
pools_2k_8bc170b	2029	333.54
pools_2k_93666ad	2030	341.45
pools_2k_9f3d3c6	2031	342.15000000000003
pools_2k_a0e3284	2031	318.35
pools_2k_bd4015d	2030	343.12
pools_2k_ff1028b	2029	333.15
pools_2k_ff4349d	2030	338.52000000000004
pools_3k_0341931	3083	1252.02
pools_3k_3058475	3084	1238.64
pools_3k_37afe40	3082	1228.76
pools_3k_39e35f4	3084	1239.03
pools_3k_48727e9	3084	1238.7199999999998
pools_3k_4e69dfd	3083	1250.3899999999999
pools_3k_72eb551	3084	1237.33
pools_3k_76a57f8	3083	1204.5
pools_3k_89bc688	3082	1228.56
pools_3k_c745031	3082	1230.45
pools_3k_0dd82b4	3089	1224.8
pools_3k_1c8274f	3089	1221.0900000000001
pools_3k_27ed94f	3089	1218.73
pools_3k_3122bf9	3086	1221.14
pools_3k_3546bec	3087	1194.73
pools_3k_41f364c	3087	1231.16
pools_3k_62f46b8	3090	1202.04
pools_3k_a94291a	3090	1227.3
pools_3k_f0b18f4	3088	1209.6
pools_3k_f36f47a	3087	1219.2
pools_3k_02b7118	3095	1198.3
pools_3k_1577669	3094	1177.3200000000002
pools_3k_59e8609	3091	1179.95
pools_3k_675923a	3093	1170.16
pools_3k_6c339d9	3093	1190.56
pools_3k_6f193cb	3091	1182.51
pools_3k_910966f	3094	1189.22
pools_3k_991b14e	3096	1211.1000000000001
pools_3k_e824853	3094	1194.6100000000001
pools_3k_fd5ea3a	3092	1184.58
pools_4k_1ad2f14	4034	1693.6499999999999
pools_4k_84a5f5e	4033	1686.54
pools_4k_b57ee5a	4032	1687.38
pools_4k_b67f7bc	4032	1721.8
pools_4k_f996355	4032	1687.31
pools_4k_ff762e0	4034	1697.0500000000002
pairs_1ec0b21	2008	385.39000000000004
pairs_acc0fa4	2003	323.02000000000004
pairs_c66a0df	2005	322.74
pools_2k_00b4c6b	2002	341.6
pools_2k_0558283	2008	344.94
pools_2k_083eba9	2009	345.39
pools_2k_3000284	2009	353.47
pools_2k_30adac0	2006	344.25
pools_2k_39b3561	2010	356.51
pools_2k_4059154	2008	339.96
pools_2k_4e4fa19	2005	357.25
pools_2k_53d7b3b	2003	353.65999999999997
pools_2k_6666210	2003	356.81
pools_2k_6ec43fe	2010	359.84000000000003
pools_2k_78eada3	2003	353.4
pools_2k_8a1747a	2005	352.61
pools_2k_8b9b020	2009	362.77000000000004
pools_2k_8f74ed6	2003	357.09000000000003
pools_2k_97bcc35	2007	358.84000000000003
pools_2k_9e413ac	2002	351.63
pools_2k_9efdb6b	2003	347.07
pools_2k_c34421e	2010	357.59999999999997
pools_2k_cf2593c	2010	321.49
pools_2k_d1a41f7	2002	328.32
pools_2k_d2e7c16	2005	347.85
pools_2k_f858151	2003	356.37
pools_2k_fa0398d	2009	359.14
pools_2k_fb23f7a	2006	358.02
pools_4k_201ac92	4094	1735.68
pools_4k_32edf0b	4095	1696.84
pools_4k_4231d3d	4094	1677.58
pools_4k_6c76261	4095	1693.28
pools_4k_8f3aa49	4093	1675.9099999999999
pairs_2563f2c	1941	352.64
pairs_52ff884	1938	318.26
pairs_68efdbc	1933	320.6
pairs_b25e03d	1925	323.96000000000004
pairs_d1b24d5	1942	323.38
pools_2k_03ff016	1933	340.66
pools_2k_0c583ff	1925	355.85999999999996
pools_2k_212b7f8	1930	325.68
pools_2k_33686cc	1936	353.44
pools_2k_61586fa	1932	352.55999999999995
pools_2k_7926186	1941	337.53
pools_2k_89c8908	1923	352.44
pools_2k_932ac9c	1933	320.59999999999997
pools_2k_93f2ab4	1934	344.37
pools_2k_989dc9e	1927	326.34999999999997
pools_2k_9ac882a	1941	331.02
pools_2k_9de626f	1929	323.45
pools_2k_a2e8898	1927	323.0
pools_2k_a755aa8	1938	356.25
pools_2k_a8b5255	1938	350.64
pools_2k_b25895c	1926	333.94
pools_2k_c181946	1928	322.98
pools_2k_c53861c	1921	326.06
pools_2k_c589667	1922	340.74
pools_2k_c5d80fb	1934	350.64
pools_2k_c8b3e8a	1922	322.9
pools_2k_d34b066	1934	344.4
pools_2k_e5afb8a	1936	336.88
pools_2k_e82aa41	1927	318.15
pools_2k_f7ad530	1937	318.85
pools_5k_1a891be	5044	3022.78
pools_5k_3991a11	5044	2997.52
pools_5k_c4f129b	5044	2987.53
pools_4k_1e35977	4092	1707.26
pools_4k_3aa0833	4092	1679.72
pools_4k_434f71d	4093	1673.83
pools_4k_5085f5f	4093	1691.6
pools_4k_a11f2f3	4092	1685.77
pools_4k_db8efea	4092	1704.55
pairs_6a25a91	2102	559.11
pairs_8386243	2100	535.73
pools_2k_0429b7a	2101	557.73
pools_2k_0bfd915	2101	558.1800000000001
pools_2k_21cb433	2101	541.66
pools_2k_2bbbb06	2101	565.7
pools_2k_2d4143c	2101	557.1800000000001
pools_2k_2f43301	2101	555.83
pools_2k_395e0ec	2101	558.95
pools_2k_6553ca9	2100	549.24
pools_2k_72352e6	2101	559.3100000000001
pools_2k_7c45ce3	2100	539.51
pools_2k_7c5cdca	2101	561.83
pools_2k_81203c8	2101	553.39
pools_2k_827d0f1	2102	523.53
pools_2k_87dc871	2102	558.4300000000001
pools_2k_9558409	2100	564.1899999999999
pools_2k_9a1e420	2102	549.52
pools_2k_ad89f40	2100	555.04
pools_2k_c79a52c	2100	541.5699999999999
pools_2k_dfb9ebc	2102	552.87
pools_2k_ea56f2d	2101	548.86
pools_2k_f8dc2c6	2101	563.23
pools_2k_fcdbae3	2101	544.72
pools_4k_00e7be9	3933	1711.08
pools_4k_7505f9a	3985	1698.54
pools_4k_79e9810	3794	1690.54
pools_4k_af6cf0d	3883	1675.36
pools_4k_c4dbfa3	3722	1687.23
pools_5k_1217088	3766	1668.91
pools_3k_165eba7	3117	1233.44
pools_3k_2982b8d	3116	1204.59
pools_3k_30c63df	3115	1199.4199999999998
pools_3k_3929ffe	3116	1216.3899999999999
pools_3k_5a0dff4	3116	1215.17
pools_3k_6f2379b	3115	1210.74
pools_3k_826d899	3116	1211.55
pools_3k_9a41c88	3117	1204.92
pools_3k_bab1028	3115	1228.28
pools_5k_3f8c58f	5110	3042.18
pools_5k_41867a8	5109	3034.71
pools_5k_a0f27ad	5110	3026.3900000000003
pools_5k_c191224	5110	3031.91
pairs_000366f	441	53.42999999999999
pairs_00e4120	446	25.27
pairs_015e756	471	30.54
pairs_01d5700	451	28.619999999999997
pairs_01f19de	490	27.61
pairs_0320de9	435	28.75
pairs_039ceb0	441	25.91
pairs_046e660	438	33.42
pairs_04c9be4	487	31.46
pairs_054b65a	435	31.55
pairs_057dd78	444	29.84
pairs_05ec45d	435	29.23
pairs_05ee778	483	27.66
pairs_086f9fd	447	25.87
pairs_0a8497e	476	26.1
pairs_0aab2dd	467	31.71
pairs_0ac87f3	450	33.63
pairs_0b9d907	472	26.89
pairs_0e50f1e	435	27.689999999999998
pairs_0f501db	465	27.25
pairs_0fa989c	460	27.020000000000003
pairs_0fbb8b1	471	33.04
pairs_0fd4caf	461	32.849999999999994
pairs_113394b	459	27.29
pairs_113f190	462	33.59
pairs_11cae0c	469	32.620000000000005
pairs_1269ec5	437	27.729999999999997
pairs_12e6e09	456	32.120000000000005
pairs_1402d4a	446	28.099999999999998
pairs_1541dd6	479	31.43
pairs_1641fac	468	33.7
pairs_177cd3a	459	33.08
pairs_180221f	461	34.370000000000005
pairs_180a4fd	485	28.01
pairs_19caaf9	483	32.89
pairs_1a20e25	446	33.44
pairs_1a61cc0	482	33.32
pairs_1b49935	461	32.010000000000005
pairs_1bb81ea	492	28.71
pairs_1bca22f	450	25.4
pairs_1c106ee	435	29.240000000000002
pairs_1c2ac7f	465	30.54
pairs_1e1e478	464	32.99
pairs_1f32d45	468	28.57
pairs_1f457e3	491	35.45
pairs_202682f	488	32.8
pairs_205ef73	455	30.869999999999997
pairs_209a21f	450	30.47
pairs_20dc938	469	25.700000000000003
pairs_218e8b4	457	28.669999999999998
pairs_2227c32	440	26.009999999999998
pairs_2318aba	466	30.96
pairs_23d9da0	452	31.130000000000003
pairs_24be534	488	32.21
pairs_2568c91	472	27.89
pairs_2645b82	485	34.46
pairs_26b6994	484	29.42
pairs_274bd13	467	29.0
pairs_283767d	443	25.26
pairs_2a7e39a	473	32.36
pairs_2c47ef7	455	29.740000000000002
pairs_2caa949	478	32.05
pairs_2cd7c6d	482	28.29
pairs_2e886e7	471	26.05
pairs_3005333	482	29.91
pairs_3071dd9	465	32.56
pairs_30b5d27	457	32.06
pairs_32920b8	460	30.45
pairs_32e2fd6	462	34.019999999999996
pairs_33a1c18	484	33.78
pairs_33b5854	464	28.45
pairs_33c1390	454	33.29
pairs_33dd20b	462	28.869999999999997
pairs_34487ba	477	31.61
pairs_34653d1	477	29.9
pairs_34a62a0	485	33.730000000000004
pairs_34d621b	481	33.480000000000004
pairs_3563f2d	464	26.43
pairs_35c5fc3	487	28.869999999999997
pairs_35c9a97	481	35.38
pairs_36a31ef	465	30.03
pairs_37e3e51	479	29.82
pairs_391afb0	468	26.22
pairs_397cdbb	482	33.87
pairs_39a93fd	461	30.68
pairs_39b10a0	471	33.5
pairs_3a0c322	442	30.54
pairs_3a7b87e	456	30.520000000000003
pairs_3b4e511	473	26.08
pairs_3c08658	491	33.38
pairs_3cc69b3	475	31.849999999999998
pairs_3d6bec9	464	28.03
pairs_3dbb41e	437	32.230000000000004
pairs_3e64fd2	475	25.59
pairs_3eb1107	456	30.5
pairs_3eef7ee	492	33.82
pairs_3f60d9e	456	29.31
pairs_3f91613	467	34.089999999999996
pairs_4059755	476	32.11
pairs_40b3b4a	473	25.28
pairs_40b64cc	465	32.730000000000004
pairs_40ee7c7	485	34.94
pairs_4117f78	462	25.96
pairs_416c415	486	30.630000000000003
pairs_41fd5f9	442	26.21
pairs_42ac331	489	35.09
pairs_42b7082	466	34.53
pairs_42f11f8	469	25.49
pairs_4379da8	436	26.87
pairs_459e11f	454	26.07
pairs_46af8a9	447	32.15
pairs_46bf701	482	33.33
pairs_476161a	453	29.33
pairs_4805485	452	33.07
pairs_487f8d2	436	31.08
pairs_48f5b21	462	29.64
pairs_4bd6bc3	465	31.3
pairs_4c98b88	437	32.33
pairs_4e1e3a3	447	27.11
pairs_4e8b64d	473	32.11
pairs_4f0877e	473	29.97
pairs_4f26192	474	29.57
pairs_4fce892	473	26.84
pairs_515d142	465	25.66
pairs_52b4b91	468	27.650000000000002
pairs_54a3ffa	471	34.18
pairs_54a59e1	449	30.119999999999997
pairs_55941fd	436	31.03
pairs_5765f3d	444	30.659999999999997
pairs_5789ff2	437	31.4
pairs_5ae5c16	481	31.59
pairs_5afdaa6	458	34.11
pairs_5b2118b	458	26.830000000000002
pairs_5b2a3b2	445	31.400000000000002
pairs_5b9ccdc	491	34.36
pairs_5c8c205	466	32.42
pairs_5cc86f5	466	34.19
pairs_5dc0573	467	29.46
pairs_5e472df	484	35.2
pairs_5eb9e53	465	29.509999999999998
pairs_60bb6af	491	35.16
pairs_615bf15	447	28.41
pairs_63093bc	454	33.07
pairs_63db5fa	483	34.2
pairs_645a78a	457	33.53
pairs_64be5a8	438	29.45
pairs_6516b16	478	26.39
pairs_6537aee	486	28.57
pairs_66d74ed	437	29.36
pairs_674f9c3	474	34.77
pairs_67cec2c	464	29.689999999999998
pairs_67df69b	442	28.509999999999998
pairs_67e1eb1	474	32.92
pairs_68e75c1	446	30.82
pairs_693035b	462	29.3
pairs_69a0586	478	31.01
pairs_69f2c16	435	33.82
pairs_6a8a380	438	29.020000000000003
pairs_6d09b74	468	29.51
pairs_6d9cf06	458	25.34
pairs_6f200ea	453	33.76
pairs_6f6ad0a	437	32.96
pairs_6f8e37f	434	26.869999999999997
pairs_7099d41	479	32.67
pairs_70c357f	442	32.99
pairs_711609b	484	30.009999999999998
pairs_7120144	455	27.540000000000003
pairs_7225f55	460	33.589999999999996
pairs_725c0a7	450	32.24
pairs_728a051	449	33.94
pairs_72b2fcc	461	29.19
pairs_72c7145	445	30.78
pairs_73786d3	437	28.78
pairs_7381392	491	34.05
pairs_73b0337	475	29.42
pairs_74023e9	439	28.770000000000003
pairs_74163a3	487	30.560000000000002
pairs_742d5ca	488	25.64
pairs_75083b6	481	27.81
pairs_755cfe7	470	33.16
pairs_78d307b	459	25.06
pairs_79a7c28	481	28.06
pairs_7a1b582	471	29.5
pairs_7a91113	455	33.57
pairs_7ac434f	480	25.770000000000003
pairs_7ac7649	456	30.45
pairs_7c030b7	487	34.269999999999996
pairs_7c23b26	487	25.779999999999998
pairs_7d1ce61	467	29.8
pairs_7d5e955	466	25.63
pairs_7d66a8f	450	25.9
pairs_7dab8b3	434	30.7
pairs_802eed4	483	34.99
pairs_81c0745	475	25.72
pairs_82526f5	456	34.62
pairs_8269088	479	28.4
pairs_82c2a25	444	31.86
pairs_85e0114	456	35.0
pairs_869252c	436	31.46
pairs_873d26d	479	29.27
pairs_874bb4e	486	29.0
pairs_88ee4ed	436	29.76
pairs_8a3628a	448	30.410000000000004
pairs_8a8b05c	449	32.99
pairs_8ad9949	481	25.990000000000002
pairs_8af44d8	461	33.32
pairs_8d6253b	455	32.9
pairs_8e9092d	447	31.369999999999997
pairs_919ba1f	438	30.29
pairs_91b1a31	437	28.099999999999998
pairs_9284af2	488	26.14
pairs_940a69e	447	32.14
pairs_983bba2	492	26.259999999999998
pairs_990fcce	469	31.96
pairs_9954802	486	34.94
pairs_9adb74e	470	34.19
pairs_9b10b01	445	33.61
pairs_9b6a937	483	35.51
pairs_9c0aa5f	450	33.57
pairs_9d6fa65	465	30.36
pairs_9d8f67f	449	33.13
pairs_9de1e73	472	30.11
pairs_9df0898	467	34.84
pairs_9f4ffe1	490	28.89
pairs_9fd66e5	470	29.990000000000002
pairs_9fe1806	483	35.87
pairs_a08af8e	491	31.839999999999996
pairs_a131316	479	29.95
pairs_a14b33e	438	30.97
pairs_a190a67	434	33.54
pairs_a2f77c4	448	25.83
pairs_a3b25fc	447	31.0
pairs_a3e6a57	490	33.92
pairs_a4f0502	453	33.29
pairs_a74b547	487	28.79
pairs_a7bc4c8	469	28.66
pairs_a82cb41	438	27.07
pairs_a8dc895	443	27.509999999999998
pairs_a934559	475	31.67
pairs_a950c6e	448	27.92
pairs_aa1b4c1	444	26.79
pairs_ab972cf	491	30.41
pairs_ac1065f	459	30.68
pairs_ac1194b	470	31.94
pairs_ad2dc8a	476	34.46
pairs_ae31d2a	459	27.549999999999997
pairs_aed5a8b	452	26.49
pairs_b03119b	489	26.27
pairs_b05d4d8	471	34.75
pairs_b1b887e	443	30.08
pairs_b1f19b7	466	28.7
pairs_b51bac6	492	34.21
pairs_b6dcf02	485	30.200000000000003
pairs_b7f0d71	468	30.72
pairs_b88dff0	453	33.86
pairs_b8fa477	473	25.49
pairs_b9a899e	444	25.07
pairs_b9decfa	484	32.69
pairs_ba0df28	481	25.57
pairs_bb0f6f5	476	31.5
pairs_bc0d615	480	31.229999999999997
pairs_bce61e8	443	31.06
pairs_bd5b67e	443	28.78
pairs_bda0e2b	467	32.16
pairs_be2983e	448	27.580000000000002
pairs_bf13056	473	28.49
pairs_bf92330	487	27.740000000000002
pairs_bfe5511	454	27.700000000000003
pairs_c0cddf2	488	34.81
pairs_c1a42d1	480	34.71
pairs_c1a9aa1	489	27.67
pairs_c1f72a6	475	32.82
pairs_c26889b	477	31.32
pairs_c2a7dc9	470	31.330000000000002
pairs_c3ad1b0	474	33.67
pairs_c3de08c	462	33.94
pairs_c4641d9	447	29.549999999999997
pairs_c5b1283	441	32.47
pairs_c62d2c6	465	28.78
pairs_c78f89d	480	33.21
pairs_c8b0432	436	25.03
pairs_c8e0588	458	30.08
pairs_c93952c	444	31.29
pairs_c9d2e8b	450	31.439999999999998
pairs_ca38471	438	25.310000000000002
pairs_ca74383	466	30.83
pairs_cc77e16	480	28.42
pairs_cd63cb8	458	25.26
pairs_cda1bad	484	31.990000000000002
pairs_ceecfe8	448	25.09
pairs_d00df05	481	30.130000000000003
pairs_d04af06	456	30.33
pairs_d13787c	441	29.97
pairs_d16bcf6	438	30.169999999999998
pairs_d21fa4a	490	28.64
pairs_d2291fe	483	31.14
pairs_d2b9693	488	31.299999999999997
pairs_d419d9a	439	31.42
pairs_d657c98	443	31.02
pairs_d6a12b1	466	29.51
pairs_d773767	476	33.7
pairs_d7ba403	464	30.53
pairs_d7e1e9c	473	25.9
pairs_d83badd	462	30.689999999999998
pairs_d8a99fa	474	31.700000000000003
pairs_d99a8bc	479	30.73
pairs_da1a22c	443	29.69
pairs_da7f22a	476	25.78
pairs_dc5f285	446	30.32
pairs_ddd0b72	439	33.79
pairs_de86283	435	33.16
pairs_df19f67	456	30.28
pairs_df95be8	464	33.05
pairs_df9f2b7	476	29.45
pairs_e21c38f	451	25.36
pairs_e26f586	457	28.52
pairs_e3ca229	491	29.15
pairs_e4d1d9b	490	33.41
pairs_e633a79	460	25.6
pairs_e6509f6	440	30.75
pairs_e6f4096	476	31.9
pairs_e6fa4ad	454	28.77
pairs_e76cd0a	463	27.71
pairs_e8b778e	444	33.370000000000005
pairs_e954171	455	32.77
pairs_e96a096	478	26.14
pairs_ea89b95	488	31.16
pairs_ea98d4c	467	28.1
pairs_ebcac4e	471	26.24
pairs_ecd3172	485	33.870000000000005
pairs_edafd66	460	29.509999999999998
pairs_edc1f7f	441	33.2
pairs_edc1f80	474	30.68
pairs_edeb081	445	28.15
pairs_ee0f22b	446	33.43
pairs_eea4901	435	25.56
pairs_f030178	476	28.4
pairs_f1b5c38	474	32.31
pairs_f30bd8d	462	33.95
pairs_f34e2e7	465	33.29
pairs_f37d96a	477	27.580000000000002
pairs_f3ee11a	490	32.269999999999996
pairs_f43bc4f	443	32.85
pairs_f54cc04	478	35.16
pairs_f55f93e	478	32.019999999999996
pairs_f5b9643	455	26.740000000000002
pairs_f60dd82	457	29.549999999999997
pairs_f645800	450	26.74
pairs_f722475	459	31.97
pairs_f851051	490	35.019999999999996
pairs_f89ec4d	456	29.61
pairs_f8dbffc	453	32.36
pairs_f948d4a	492	35.29
pairs_faca1e5	491	32.37
pairs_fcb62b1	459	34.11
pairs_fda6440	484	33.96
pairs_fed108b	438	27.46
pairs_ff45ac9	438	28.58
pairs_ffda812	436	32.2
pairs_0076b25	237	43.550000000000004
pairs_01cca4b	175	10.89
pairs_02fd439	249	13.02
pairs_03371b8	286	53.879999999999995
pairs_035134f	306	29.18
pairs_0513395	145	11.64
pairs_05f5d8e	295	24.439999999999998
pairs_0732a02	183	10.780000000000001
pairs_076d9c3	251	10.92
pairs_089d57d	214	10.360000000000001
pairs_0a7c8d1	255	12.17
pairs_0b70783	313	29.759999999999998
pairs_0cbeecc	228	10.89
pairs_0d51582	265	25.59
pairs_0d8cf32	238	11.34
pairs_0dc4125	273	23.5
pairs_0e8b22f	238	13.25
pairs_0f4acaf	247	14.370000000000001
pairs_0febd87	298	25.32
pairs_1101e1f	139	9.89
pairs_1121963	245	14.57
pairs_12c78b8	284	23.8
pairs_1330f2b	308	27.380000000000003
pairs_1342f66	288	25.7
pairs_14156ff	273	27.19
pairs_149a111	221	13.7
pairs_14fc7e7	313	25.42
pairs_15291fa	239	13.02
pairs_19eb534	307	27.03
pairs_1a45d94	253	11.68
pairs_1aeb55c	310	24.119999999999997
pairs_1b24279	236	12.280000000000001
pairs_1b383bd	266	24.26
pairs_1c033b8	304	24.509999999999998
pairs_1f64d3f	179	12.370000000000001
pairs_206ac14	215	11.059999999999999
pairs_211823a	234	11.64
pairs_2139f86	174	12.88
pairs_251df4b	288	27.23
pairs_268c3a4	308	24.119999999999997
pairs_2a070fd	285	24.25
pairs_2a1ebe0	212	12.84
pairs_2a456c7	230	13.52
pairs_2b07052	289	24.33
pairs_2ccaba2	315	24.04
pairs_2cf10c4	185	11.46
pairs_2debcd3	288	26.35
pairs_2e7b03c	308	25.220000000000002
pairs_2f3e5e8	304	26.82
pairs_2f6ee9b	228	10.68
pairs_30ca565	280	27.75
pairs_314aaf0	282	25.8
pairs_319fa73	261	23.34
pairs_338ad46	269	26.049999999999997
pairs_3414ad8	314	24.14
pairs_343db9f	236	10.94
pairs_34d23ed	303	24.619999999999997
pairs_34da61b	305	27.32
pairs_360db08	246	10.98
pairs_367c0ec	305	27.560000000000002
pairs_377c606	209	10.54
pairs_37b9166	315	26.009999999999998
pairs_37fc590	314	29.28
pairs_3968544	303	26.79
pairs_39b9d9b	286	28.07
pairs_39cec31	312	28.61
pairs_3a9dc9a	284	25.52
pairs_3ca84b0	279	23.75
pairs_3d5596a	294	26.32
pairs_3dc3c9f	259	28.310000000000002
pairs_3f74bc0	252	15.0
pairs_3f8f72b	218	11.790000000000001
pairs_40413f1	162	10.08
pairs_405c6ea	206	11.110000000000001
pairs_41b86d0	305	25.040000000000003
pairs_41bbe4c	205	10.73
pairs_4227c33	290	27.25
pairs_423159f	199	10.4
pairs_42c345e	256	13.620000000000001
pairs_4307864	301	23.97
pairs_43d866b	293	27.15
pairs_43e5146	304	25.240000000000002
pairs_4457376	286	24.01
pairs_44a8bc0	287	25.330000000000002
pairs_44e21bc	283	25.71
